Dive Number,GF Minimum,GF Maximum,Surface Interval (min),Imperial Units,Start Battery Voltage,Start CNS %,Start Date,Start External O2 Sensor Status,Start Low Set Point,Start High Set Point,Computer Firmware Version,Max Depth,Max Time,Error History,End Battery Voltage,End CNS,End Date,End External O2 Sensor Status,End Low Set Point,End High Set Point,Computer Serial Number,Computer Firmware Version,Computer Model,Log Version,Deco Model,VPM-B Conservatism,Start Surface Pressure,End Surface Pressure,Product
206,20,85,1097,True,3.6,0,11/9/2024 12:20:39 PM,False,0,1,93,68.7,6394,,3.4,31,11/9/2024 2:07:08 PM,False,0,1,20D370D2,93,2,14,GF,20/85,1019,1019,Perdix AI
Time (sec),Depth,First Stop Depth,Time To Surface (min),Average PPO2,Fraction O2,Fraction He,First Stop Time,Current NDL,Current Circuit Mode,Current CCR Mode,Water Temp,Gas Switch Needed,External PPO2,Set Point Type,Circuit Switch Type,External O2 Sensor 1 (mV),External O2 Sensor 2 (mV),External O2 Sensor 3 (mV),Battery Voltage,Tank 1 pressure (PSI),Tank 2 pressure (PSI),Tank 3 pressure (PSI),Tank 4 pressure (PSI),Gas Time Remaining,SAC Rate (2 minute avg),Ascent Rate,Safe Ascent Depth,CO2mbar
5410,65.8,20,5,0.94,0.32,0,3,0,1,0,71,True,True,0,0,0,0,199,3.48,1094,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5420,65.3,20,5,0.94,0.32,0,3,0,1,0,71,True,True,0,0,0,0,199,3.48,1090,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5430,63.5,20,5,0.92,0.32,0,3,0,1,0,71,True,True,0,0,0,0,199,3.48,1088,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5440,63.3,20,5,0.92,0.32,0,3,0,1,0,71,True,True,0,0,0,0,199,3.48,1086,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5450,61.5,20,5,0.9,0.32,0,3,0,1,0,71,True,True,0,0,0,0,199,3.48,1080,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5460,62.7,20,5,0.91,0.32,0,3,0,1,0,71,True,True,0,0,0,0,200,3.48,1076,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5470,60,20,5,0.89,0.32,0,3,0,1,0,71,True,True,0,0,0,0,200,3.48,1070,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5480,56.1,20,5,0.86,0.32,0,3,0,1,0,71,True,True,0,0,0,0,199,3.48,1072,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5490,52.6,20,5,0.82,0.32,0,3,0,1,0,71,True,True,0,0,0,0,199,3.47,1070,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5500,49.4,20,5,0.79,0.32,0,3,0,1,0,71,True,True,0,0,0,0,199,3.48,1066,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5510,47.1,20,5,0.77,0.32,0,3,0,1,0,71,True,True,0,0,0,0,199,3.47,1066,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5520,43.3,20,5,0.73,0.32,0,3,0,1,0,71,True,True,0,0,0,0,199,3.48,1062,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5530,39.7,20,5,0.7,0.32,0,3,0,1,0,71,True,True,0,0,0,0,199,3.48,1058,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5540,37,20,5,0.67,0.32,0,4,0,1,0,71,True,True,0,0,0,0,199,3.48,1056,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5550,34.1,20,5,0.64,0.32,0,4,0,1,0,71,True,True,0,0,0,0,199,3.48,1054,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5560,33,20,5,0.63,0.32,0,4,0,1,0,71,True,True,0,0,0,0,199,3.48,1050,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5570,33.2,20,4,0.64,0.32,0,3,0,1,0,71,True,True,0,0,0,0,199,3.48,1044,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5580,33.2,20,4,0.64,0.32,0,3,0,1,0,71,True,True,0,0,0,0,199,3.48,1042,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5590,33.5,20,4,0.64,0.32,0,3,0,1,0,71,True,True,0,0,0,0,199,3.48,1038,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5600,34.3,20,4,0.65,0.32,0,3,0,1,0,71,True,True,0,0,0,0,199,3.48,1038,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5610,33.5,20,4,0.64,0.32,0,3,0,1,0,71,True,True,0,0,0,0,199,3.48,1038,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5620,34,20,4,0.64,0.32,0,3,0,1,0,71,True,True,0,0,0,0,199,3.48,1036,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5630,34.4,20,4,0.65,0.32,0,3,0,1,0,71,True,True,0,0,0,0,199,3.48,1032,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5640,33.8,20,4,0.64,0.32,0,3,0,1,0,71,True,True,0,0,0,0,199,3.48,1032,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5650,33.6,20,4,0.64,0.32,0,3,0,1,0,71,True,True,0,0,0,0,199,3.48,1030,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5660,31.7,20,4,0.62,0.32,0,3,0,1,0,71,True,True,0,0,0,0,199,3.48,1028,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5670,30.1,20,4,0.61,0.32,0,3,0,1,0,71,True,True,0,0,0,0,199,3.48,1026,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5680,29.5,20,4,0.6,0.32,0,3,0,1,0,71,True,True,0,0,0,0,199,3.48,1022,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5690,28.2,20,4,0.59,0.32,0,3,0,1,0,71,True,True,0,0,0,0,199,3.48,1020,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5700,26.4,20,4,0.57,0.32,0,3,0,1,0,71,True,True,0,0,0,0,199,3.48,1018,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5710,23.1,20,4,0.54,0.32,0,3,0,1,0,71,True,True,0,0,0,0,199,3.48,1018,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5720,22.3,20,4,0.53,0.32,0,3,0,1,0,71,True,True,0,0,0,0,199,3.48,1014,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5730,21.5,20,4,0.53,0.32,0,3,0,1,0,71,True,True,0,0,0,0,199,3.48,1010,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5740,20.8,20,4,0.52,0.32,0,3,0,1,0,71,True,True,0,0,0,0,199,3.48,1012,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5750,21.1,20,4,0.52,0.32,0,3,0,1,0,71,True,True,0,0,0,0,199,3.47,1012,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5760,19,20,4,0.5,0.32,0,3,0,1,0,71,True,True,0,0,0,0,199,3.48,1008,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5770,19.1,20,4,0.5,0.32,0,3,0,1,0,71,True,True,0,0,0,0,199,3.48,1006,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5780,19.3,20,4,0.51,0.32,0,3,0,1,0,71,True,True,0,0,0,0,199,3.48,1004,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5790,19,20,4,0.5,0.32,0,3,0,1,0,71,True,True,0,0,0,0,199,3.48,1002,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5800,19.3,20,4,0.5,0.32,0,3,0,1,0,71,True,True,0,0,0,0,199,3.48,1002,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5810,19.5,20,4,0.51,0.32,0,3,0,1,0,71,True,True,0,0,0,0,199,3.48,998,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5820,19.1,20,3,0.5,0.32,0,2,0,1,0,71,True,True,0,0,0,0,199,3.48,996,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5830,19.9,20,3,0.51,0.32,0,2,0,1,0,71,True,True,0,0,0,0,199,3.48,994,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5840,19.2,20,3,0.5,0.32,0,2,0,1,0,71,True,True,0,0,0,0,199,3.48,994,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5850,19,20,3,0.5,0.32,0,2,0,1,0,71,True,True,0,0,0,0,199,3.48,994,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5860,19.8,20,3,0.51,0.32,0,2,0,1,0,71,True,True,0,0,0,0,199,3.48,994,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5870,19.6,20,3,0.51,0.32,0,2,0,1,0,71,True,True,0,0,0,0,199,3.47,996,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5880,19.9,20,3,0.51,0.32,0,2,0,1,0,71,True,True,0,0,0,0,199,3.48,996,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5890,19.8,20,3,0.51,0.32,0,2,0,1,0,71,True,True,0,0,0,0,200,3.48,998,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5900,19.5,20,3,0.51,0.32,0,2,0,1,0,71,True,True,0,0,0,0,199,3.48,998,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5910,19.6,20,3,0.51,0.32,0,2,0,1,0,71,True,True,0,0,0,0,199,3.48,998,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5920,19.3,20,3,0.51,0.32,0,2,0,1,0,71,True,True,0,0,0,0,200,3.48,998,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5930,19.4,20,3,0.5,0.32,0,2,0,1,0,71,True,True,0,0,0,0,199,3.48,998,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5940,19.4,20,3,0.51,0.32,0,2,0,1,0,71,True,True,0,0,0,0,200,3.48,998,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5950,20.4,20,3,0.51,0.32,0,2,0,1,0,71,True,True,0,0,0,0,199,3.47,1000,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5960,19.9,20,3,0.51,0.32,0,2,0,1,0,71,True,True,0,0,0,0,199,3.48,1000,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5970,20.1,20,3,0.51,0.32,0,2,0,1,0,71,True,True,0,0,0,0,200,3.48,1000,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5980,19.8,20,2,0.51,0.32,0,1,0,1,0,71,True,True,0,0,0,0,199,3.48,1000,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5990,19.8,20,2,0.51,0.32,0,1,0,1,0,71,True,True,0,0,0,0,199,3.48,1000,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
6000,19.8,20,2,0.51,0.32,0,1,0,1,0,71,True,True,0,0,0,0,199,3.48,1000,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
6010,19.8,20,2,0.51,0.32,0,1,0,1,0,71,True,True,0,0,0,0,199,3.48,1000,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
6020,19.9,20,2,0.51,0.32,0,1,0,1,0,71,True,True,0,0,0,0,199,3.48,1000,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
6030,19.7,20,2,1.57,0.99,0,1,0,1,0,71,False,True,0,0,0,0,199,3.48,1000,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
6040,19.9,20,2,1.58,0.99,0,1,0,1,0,71,False,True,0,0,0,0,199,3.48,1000,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
6050,20.2,20,2,1.59,0.99,0,1,0,1,0,71,False,True,0,0,0,0,199,3.48,1000,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
6060,20.9,20,2,1.61,0.99,0,1,0,1,0,71,False,True,0,0,0,0,199,3.48,1000,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
6070,20.6,20,2,1.6,0.99,0,1,0,1,0,71,False,True,0,0,0,0,199,3.48,1002,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
6080,18.6,0,1,1.55,0.99,0,0,99,1,0,71,False,True,0,0,0,0,199,3.48,1000,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
6090,15.3,0,1,1.45,0.99,0,0,99,1,0,71,False,True,0,0,0,0,199,3.48,1000,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
6100,14.7,0,1,1.42,0.99,0,0,99,1,0,71,False,True,0,0,0,0,199,3.47,1000,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
6110,15.2,0,1,1.44,0.99,0,0,99,1,0,71,False,True,0,0,0,0,199,3.46,1002,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
6120,14.3,0,1,1.42,0.99,0,0,99,1,0,71,False,True,0,0,0,0,199,3.47,1002,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
6130,11.4,0,1,1.33,0.99,0,0,99,1,0,71,False,True,0,0,0,0,199,3.48,1000,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
6140,11.2,0,1,1.32,0.99,0,0,99,1,0,71,False,True,0,0,0,0,199,3.47,1002,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
6150,11.8,0,1,1.35,0.99,0,0,99,1,0,71,False,True,0,0,0,0,199,3.47,1000,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
6160,10,0,1,1.29,0.99,0,0,99,1,0,71,False,True,0,0,0,0,199,3.47,1002,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
6170,9.1,0,1,1.26,0.99,0,0,99,1,0,71,False,True,0,0,0,0,199,3.45,1002,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
6180,8.8,0,1,1.25,0.99,0,0,99,1,0,71,False,True,0,0,0,0,199,3.46,1000,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
6190,10.1,0,1,1.29,0.99,0,0,99,1,0,71,False,True,0,0,0,0,199,3.46,1000,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
6200,9,0,1,1.26,0.99,0,0,99,1,0,71,False,True,0,0,0,0,199,3.46,1000,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
6210,6.6,0,1,1.19,0.99,0,0,99,1,0,71,False,True,0,0,0,0,199,3.46,1000,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
6220,4.7,0,1,1.14,0.99,0,0,99,1,0,71,False,True,0,0,0,0,199,3.45,1002,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
6230,5.3,0,1,1.15,0.99,0,0,99,1,0,71,False,True,0,0,0,0,199,3.46,1002,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
6240,5.1,0,1,1.15,0.99,0,0,99,1,0,71,False,True,0,0,0,0,199,3.46,1002,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
6250,5.2,0,1,1.15,0.99,0,0,99,1,0,71,False,True,0,0,0,0,199,3.46,1002,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
6260,5.3,0,1,1.15,0.99,0,0,99,1,0,71,False,True,0,0,0,0,199,3.45,1000,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
6270,5.7,0,1,1.16,0.99,0,0,99,1,0,71,False,True,0,0,0,0,199,3.45,1002,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
6280,5.4,0,1,1.15,0.99,0,0,99,1,0,71,False,True,0,0,0,0,199,3.44,1002,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
6290,5.4,0,1,1.16,0.99,0,0,99,1,0,71,False,True,0,0,0,0,199,3.45,1000,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
6300,5,0,1,1.15,0.99,0,0,99,1,0,72,False,True,0,0,0,0,199,3.45,1000,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
6310,4.4,0,1,1.12,0.99,0,0,99,1,0,72,False,True,0,0,0,0,199,3.46,1002,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
6320,4,0,1,1.12,0.99,0,0,99,1,0,72,False,True,0,0,0,0,199,3.45,1002,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
6330,3.9,0,1,1.11,0.99,0,0,99,1,0,72,False,True,0,0,0,0,200,3.45,1002,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
6340,3.4,0,1,1.1,0.99,0,0,99,1,0,72,False,True,0,0,0,0,199,3.44,1002,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
6350,0,0,1,1.07,0.99,0,0,99,1,0,72,False,True,0,0,0,0,199,3.44,1002,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
6360,0,0,1,1.07,0.99,0,0,99,1,0,72,False,True,0,0,0,0,199,3.45,1002,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
6370,0,0,1,1.08,0.99,0,0,99,1,0,72,False,True,0,0,0,0,200,3.46,1002,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
6380,0,0,1,1.08,0.99,0,0,99,1,0,72,False,True,0,0,0,0,199,3.45,1002,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
6390,3.2,0,1,1.09,0.99,0,0,99,1,0,72,False,True,0,0,0,0,200,3.45,1002,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
6400,0,0,1,1.08,0.99,0,0,99,1,0,72,False,True,0,0,0,0,200,3.45,1002,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
6410,0,0,1,1.08,0.99,0,0,99,1,0,72,False,True,0,0,0,0,199,3.44,1002,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
6420,0,0,1,1.08,0.99,0,0,99,1,0,72,False,True,0,0,0,0,199,3.42,1002,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
6430,0,0,1,1.08,0.99,0,0,99,1,0,72,False,True,0,0,0,0,199,3.42,1002,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
6440,0,0,1,1.08,0.99,0,0,99,1,0,72,False,True,0,0,0,0,199,3.43,1002,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
6450,0,0,1,1.08,0.99,0,0,99,1,0,72,False,True,0,0,0,0,199,3.44,1002,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
